code,year,indicator,subtype,type,value,id
DIF,2015,weapons crime,total,rate,19.7047402,NA
DUR,2015,organized crime,total,rate,51.73770578,NA
DUR,2015,violent crime,total,rate,3813.715213,NA
DUR,2015,weapons crime,total,rate,15.26738981,NA
GRO,2015,organized crime,total,rate,123.5548693,NA
GRO,2015,violent crime,total,rate,3457.586169,NA
GRO,2015,weapons crime,total,rate,47.58720033,NA
GUA,2015,organized crime,total,rate,6.813979776,NA
GUA,2015,violent crime,total,rate,4102.995619,NA
GUA,2015,weapons crime,total,rate,26.57395907,NA
HID,2015,organized crime,total,rate,12.13613398,NA
HID,2015,violent crime,total,rate,2060.400188,NA
HID,2015,weapons crime,total,rate,3.5868315,NA
JAL,2015,organized crime,total,rate,94.97627274,NA
JAL,2015,violent crime,total,rate,2420.452397,NA
JAL,2015,weapons crime,total,rate,13.91380523,NA
MEX,2015,organized crime,total,rate,40.69858599,NA
MEX,2015,violent crime,total,rate,4203.381324,NA
MEX,2015,weapons crime,total,rate,13.08525998,NA
MIC,2015,organized crime,total,rate,28.88693515,NA
MIC,2015,violent crime,total,rate,1998.575743,NA
MIC,2015,weapons crime,total,rate,17.28840329,NA
MOR,2015,organized crime,total,rate,106.8171318,NA
MOR,2015,violent crime,total,rate,6949.515814,NA
MOR,2015,weapons crime,total,rate,10.72258295,NA
NAY,2015,organized crime,total,rate,30.97464423,NA
NAY,2015,violent crime,total,rate,797.7738844,NA
NAY,2015,weapons crime,total,rate,5.771730566,NA
NLE,2015,organized crime,total,rate,157.1086979,NA
NLE,2015,violent crime,total,rate,3303.932283,NA
NLE,2015,weapons crime,total,rate,9.355624181,NA
OAX,2015,organized crime,total,rate,11.5295888,NA
OAX,2015,violent crime,total,rate,355.9922568,NA
OAX,2015,weapons crime,total,rate,4.577998141,NA
PUE,2015,organized crime,total,rate,45.44380933,NA
PUE,2015,violent crime,total,rate,2561.600559,NA
PUE,2015,weapons crime,total,rate,10.18410763,NA
QUE,2015,organized crime,total,rate,8.767472888,NA
QUE,2015,violent crime,total,rate,3874.044877,NA
QUE,2015,weapons crime,total,rate,2.947492119,NA
ROO,2015,organized crime,total,rate,93.2214156,NA
ROO,2015,violent crime,total,rate,5380.939496,NA
ROO,2015,weapons crime,total,rate,4.918442388,NA
SIN,2015,organized crime,total,rate,85.51345584,NA
SIN,2015,violent crime,total,rate,2530.993305,NA
SIN,2015,weapons crime,total,rate,40.45374512,NA
SLP,2015,organized crime,total,rate,84.77219915,NA
SLP,2015,violent crime,total,rate,1982.365414,NA
SLP,2015,weapons crime,total,rate,5.909567663,NA
SON,2015,organized crime,total,rate,42.96447305,NA
SON,2015,violent crime,total,rate,1818.65183,NA
SON,2015,weapons crime,total,rate,11.82076531,NA
TAB,2015,organized crime,total,rate,145.254428,NA
TAB,2015,violent crime,total,rate,4818.348259,NA
TAB,2015,weapons crime,total,rate,1.854699541,NA
TAM,2015,organized crime,total,rate,170.6553869,NA
TAM,2015,violent crime,total,rate,4251.150012,NA
TAM,2015,weapons crime,total,rate,13.01964478,NA
TLA,2015,organized crime,total,rate,8.389991512,NA
TLA,2015,violent crime,total,rate,1617.467744,NA
TLA,2015,weapons crime,total,rate,3.319965966,NA
VER,2015,organized crime,total,rate,22.35476957,NA
VER,2015,violent crime,total,rate,1204.297332,NA
VER,2015,weapons crime,total,rate,5.581678891,NA
YUC,2015,organized crime,total,rate,27.54167331,NA
YUC,2015,violent crime,total,rate,1445.24034,NA
YUC,2015,weapons crime,total,rate,2.771511864,NA
ZAC,2015,organized crime,total,rate,87.92995696,NA
ZAC,2015,violent crime,total,rate,2884.58514,NA
ZAC,2015,weapons crime,total,rate,19.16712295,NA
AGU,2016,organized crime,total,rate,33.3264851,NA
AGU,2016,violent crime,total,rate,4295.759129,NA
AGU,2016,weapons crime,total,rate,4.6483453,NA
BCN,2016,organized crime,total,rate,60.65840727,NA
BCN,2016,violent crime,total,rate,6655.559171,NA
BCN,2016,weapons crime,total,rate,23.15375947,NA
BCS,2016,organized crime,total,rate,128.5166005,NA
BCS,2016,violent crime,total,rate,7681.562054,NA
BCS,2016,weapons crime,total,rate,36.4995692,NA
CAM,2016,organized crime,total,rate,18.14264717,NA
CAM,2016,violent crime,total,rate,661.2167616,NA
CAM,2016,weapons crime,total,rate,4.285242909,NA
CHH,2016,organized crime,total,rate,17.87246251,NA
CHH,2016,violent crime,total,rate,2975.115496,NA
CHH,2016,weapons crime,total,rate,36.08796586,NA
CHP,2016,organized crime,total,rate,35.95119823,NA
CHP,2016,violent crime,total,rate,1031.789373,NA
CHP,2016,weapons crime,total,rate,5.895500584,NA
COA,2016,organized crime,total,rate,23.06886945,NA
COA,2016,violent crime,total,rate,2723.856491,NA
COA,2016,weapons crime,total,rate,5.29072362,NA
COL,2016,organized crime,total,rate,68.04162226,NA
COL,2016,violent crime,total,rate,3455.067824,NA
COL,2016,weapons crime,total,rate,60.98034065,NA
DIF,2016,organized crime,total,rate,55.01592255,NA
DIF,2016,violent crime,total,rate,6764.617128,NA
DIF,2016,weapons crime,total,rate,21.73627318,NA
DUR,2016,organized crime,total,rate,43.2597012,NA
DUR,2016,violent crime,total,rate,4069.345878,NA
DUR,2016,weapons crime,total,rate,11.82044248,NA
GRO,2016,organized crime,total,rate,158.8584898,NA
GRO,2016,violent crime,total,rate,3291.573407,NA
GRO,2016,weapons crime,total,rate,54.45734328,NA
GUA,2016,organized crime,total,rate,3.925718296,NA
GUA,2016,violent crime,total,rate,4355.154991,NA
GUA,2016,weapons crime,total,rate,27.61156464,NA
HID,2016,organized crime,total,rate,19.75553637,NA
HID,2016,violent crime,total,rate,2421.987958,NA
HID,2016,weapons crime,total,rate,4.831976523,NA
JAL,2016,organized crime,total,rate,74.40933264,NA
JAL,2016,violent crime,total,rate,2740.720708,NA
JAL,2016,weapons crime,total,rate,15.87645413,NA
MEX,2016,organized crime,total,rate,59.58573174,NA
MEX,2016,violent crime,total,rate,4348.124331,NA
MEX,2016,weapons crime,total,rate,13.20046585,NA
MIC,2016,organized crime,total,rate,16.31680504,NA
MIC,2016,violent crime,total,rate,2003.508194,NA
MIC,2016,weapons crime,total,rate,31.67671648,NA
MOR,2016,organized crime,total,rate,45.39801978,NA
MOR,2016,violent crime,total,rate,6819.484874,NA
MOR,2016,weapons crime,total,rate,21.84459438,NA
NAY,2016,organized crime,total,rate,13.87104695,NA
NAY,2016,violent crime,total,rate,487.8629777,NA
NAY,2016,weapons crime,total,rate,2.634553653,NA
NLE,2016,organized crime,total,rate,188.0905348,NA
NLE,2016,violent crime,total,rate,3729.808675,NA
NLE,2016,weapons crime,total,rate,13.54311499,NA
OAX,2016,organized crime,total,rate,13.36218465,NA
OAX,2016,violent crime,total,rate,2002.822891,NA
OAX,2016,weapons crime,total,rate,22.2414762,NA
PUE,2016,organized crime,total,rate,20.66808537,NA
PUE,2016,violent crime,total,rate,2253.387108,NA
PUE,2016,weapons crime,total,rate,10.68397618,NA
QUE,2016,organized crime,total,rate,12.89154284,NA
QUE,2016,violent crime,total,rate,4683.860878,NA
QUE,2016,weapons crime,total,rate,2.649343743,NA
ROO,2016,organized crime,total,rate,46.35129308,NA
ROO,2016,violent crime,total,rate,2873.753558,NA
ROO,2016,weapons crime,total,rate,7.79592567,NA
SIN,2016,organized crime,total,rate,64.5021195,NA
SIN,2016,violent crime,total,rate,2083.0094,NA
SIN,2016,weapons crime,total,rate,39.54898417,NA
SLP,2016,organized crime,total,rate,114.6299576,NA
SLP,2016,violent crime,total,rate,2625.000901,NA
SLP,2016,weapons crime,total,rate,11.32499981,NA
SON,2016,organized crime,total,rate,67.72981001,NA
SON,2016,violent crime,total,rate,2724.033586,NA
SON,2016,weapons crime,total,rate,16.01277738,NA
TAB,2016,organized crime,total,rate,138.7832068,NA
TAB,2016,violent crime,total,rate,5856.761975,NA
TAB,2016,weapons crime,total,rate,4.110080155,NA
TAM,2016,organized crime,total,rate,101.9740135,NA
TAM,2016,violent crime,total,rate,4036.187875,NA
TAM,2016,weapons crime,total,rate,16.92606739,NA
TLA,2016,organized crime,total,rate,1.825907343,NA
TLA,2016,violent crime,total,rate,1421.451644,NA
TLA,2016,weapons crime,total,rate,5.934198864,NA
VER,2016,organized crime,total,rate,29.39884441,NA
VER,2016,violent crime,total,rate,1163.234172,NA
VER,2016,weapons crime,total,rate,12.73357054,NA
YUC,2016,organized crime,total,rate,23.32437121,NA
YUC,2016,violent crime,total,rate,1260.36595,NA
YUC,2016,weapons crime,total,rate,3.154160036,NA
ZAC,2016,organized crime,total,rate,74.80631543,NA
ZAC,2016,violent crime,total,rate,2826.973012,NA
ZAC,2016,weapons crime,total,rate,33.46374503,NA
AGU,2017,organized crime,total,rate,55.98904725,NA
AGU,2017,violent crime,total,rate,5821.457943,NA
AGU,2017,weapons crime,total,rate,8.794998045,NA
BCN,2017,organized crime,total,rate,59.49291577,NA
BCN,2017,violent crime,total,rate,6701.094451,NA
BCN,2017,weapons crime,total,rate,54.86775139,NA
BCS,2017,organized crime,total,rate,206.6563865,NA
BCS,2017,violent crime,total,rate,7212.998303,NA
BCS,2017,weapons crime,total,rate,100.6270964,NA
CAM,2017,organized crime,total,rate,22.34186045,NA
CAM,2017,violent crime,total,rate,565.7826364,NA
CAM,2017,weapons crime,total,rate,3.787647639,NA
CHH,2017,organized crime,total,rate,18.62778601,NA
CHH,2017,violent crime,total,rate,3385.70598,NA
CHH,2017,weapons crime,total,rate,46.70138597,NA
CHP,2017,organized crime,total,rate,36.07064302,NA
CHP,2017,violent crime,total,rate,1111.355275,NA
CHP,2017,weapons crime,total,rate,6.716122636,NA
COA,2017,organized crime,total,rate,18.31370156,NA
COA,2017,violent crime,total,rate,2850.812125,NA
COA,2017,weapons crime,total,rate,5.764524984,NA
COL,2017,organized crime,total,rate,23.23877328,NA
COL,2017,violent crime,total,rate,5460.712338,NA
COL,2017,weapons crime,total,rate,88.81719308,NA
DIF,2017,organized crime,total,rate,45.95218848,NA
DIF,2017,violent crime,total,rate,8266.459684,NA
DIF,2017,weapons crime,total,rate,30.01408098,NA
DUR,2017,organized crime,total,rate,62.74987215,NA
DUR,2017,violent crime,total,rate,4375.153258,NA
DUR,2017,weapons crime,total,rate,10.11270166,NA
GRO,2017,organized crime,total,rate,140.1645305,NA
GRO,2017,violent crime,total,rate,2979.969312,NA
GRO,2017,weapons crime,total,rate,55.53033126,NA
GUA,2017,organized crime,total,rate,4.64539472,NA
GUA,2017,violent crime,total,rate,4757.383865,NA
GUA,2017,weapons crime,total,rate,38.06179314,NA
HID,2017,organized crime,total,rate,30.66451892,NA
HID,2017,violent crime,total,rate,3108.232283,NA
HID,2017,weapons crime,total,rate,9.136779265,NA
JAL,2017,organized crime,total,rate,60.99307551,NA
JAL,2017,violent crime,total,rate,3228.262467,NA
JAL,2017,weapons crime,total,rate,21.63410507,NA
MEX,2017,organized crime,total,rate,60.44455546,NA
MEX,2017,violent crime,total,rate,5830.911866,NA
MEX,2017,weapons crime,total,rate,18.03561598,NA
MIC,2017,organized crime,total,rate,16.14709837,NA
MIC,2017,violent crime,total,rate,2317.895629,NA
MIC,2017,weapons crime,total,rate,40.47144254,NA
MOR,2017,organized crime,total,rate,31.7323482,NA
MOR,2017,violent crime,total,rate,6340.65306,NA
MOR,2017,weapons crime,total,rate,19.26240656,NA
NAY,2017,organized crime,total,rate,9.831784324,NA
NAY,2017,violent crime,total,rate,346.4781187,NA
NAY,2017,weapons crime,total,rate,21.47982194,NA
NLE,2017,organized crime,total,rate,209.3172255,NA
NLE,2017,violent crime,total,rate,3434.288766,NA
NLE,2017,weapons crime,total,rate,15.40394616,NA
OAX,2017,organized crime,total,rate,20.6147442,NA
OAX,2017,violent crime,total,rate,2141.769225,NA
OAX,2017,weapons crime,total,rate,26.07844948,NA
PUE,2017,organized crime,total,rate,20.03993939,NA
PUE,2017,violent crime,total,rate,2730.672668,NA
PUE,2017,weapons crime,total,rate,16.12251615,NA
QUE,2017,organized crime,total,rate,12.33716824,NA
QUE,2017,violent crime,total,rate,5530.623719,NA
QUE,2017,weapons crime,total,rate,9.22934077,NA
ROO,2017,organized crime,total,rate,97.56749415,NA
ROO,2017,violent crime,total,rate,4273.430083,NA
ROO,2017,weapons crime,total,rate,24.85420734,NA
SIN,2017,organized crime,total,rate,43.01817317,NA
SIN,2017,violent crime,total,rate,2246.710617,NA
SIN,2017,weapons crime,total,rate,49.87928239,NA
SLP,2017,organized crime,total,rate,85.20502697,NA
SLP,2017,violent crime,total,rate,3695.650553,NA
SLP,2017,weapons crime,total,rate,19.68832525,NA
SON,2017,organized crime,total,rate,29.14630123,NA
SON,2017,violent crime,total,rate,1733.532482,NA
SON,2017,weapons crime,total,rate,23.06022331,NA
TAB,2017,organized crime,total,rate,174.302694,NA
TAB,2017,violent crime,total,rate,6328.446286,NA
TAB,2017,weapons crime,total,rate,8.806030885,NA
TAM,2017,organized crime,total,rate,131.611838,NA
TAM,2017,violent crime,total,rate,4130.011595,NA
TAM,2017,weapons crime,total,rate,26.69088138,NA
TLA,2017,organized crime,total,rate,7.013094039,NA
TLA,2017,violent crime,total,rate,1606.354301,NA
TLA,2017,weapons crime,total,rate,6.309280952,NA
VER,2017,organized crime,total,rate,66.75892754,NA
VER,2017,violent crime,total,rate,1866.031307,NA
VER,2017,weapons crime,total,rate,21.0219183,NA
YUC,2017,organized crime,total,rate,14.45223475,NA
YUC,2017,violent crime,total,rate,1029.221123,NA
YUC,2017,weapons crime,total,rate,1.512197246,NA
ZAC,2017,organized crime,total,rate,172.4111219,NA
ZAC,2017,violent crime,total,rate,3007.316731,NA
ZAC,2017,weapons crime,total,rate,41.04825839,NA
AGU,2018,organized crime,total,rate,62.28455082,NA
AGU,2018,violent crime,total,rate,6298.7422,NA
AGU,2018,weapons crime,total,rate,9.222512257,NA
BCN,2018,organized crime,total,rate,53.97923865,NA
BCN,2018,violent crime,total,rate,5692.49477,NA
BCN,2018,weapons crime,total,rate,91.42435332,NA
BCS,2018,organized crime,total,rate,158.1203035,NA
BCS,2018,violent crime,total,rate,6970.973755,NA
BCS,2018,weapons crime,total,rate,22.06445508,NA
CAM,2018,organized crime,total,rate,17.72847521,NA
CAM,2018,violent crime,total,rate,602.035013,NA
CAM,2018,weapons crime,total,rate,4.059956154,NA
CHH,2018,organized crime,total,rate,13.65272038,NA
CHH,2018,violent crime,total,rate,3257.325892,NA
CHH,2018,weapons crime,total,rate,55.21873094,NA
CHP,2018,organized crime,total,rate,42.41587349,NA
CHP,2018,violent crime,total,rate,1261.09777,NA
CHP,2018,weapons crime,total,rate,8.27416383,NA
COA,2018,organized crime,total,rate,19.31024001,NA
COA,2018,violent crime,total,rate,2783.229418,NA
COA,2018,weapons crime,total,rate,5.120139398,NA
COL,2018,organized crime,total,rate,63.7488653,NA
COL,2018,violent crime,total,rate,5288.353771,NA
COL,2018,weapons crime,total,rate,79.91713679,NA
DIF,2018,organized crime,total,rate,47.42996528,NA
DIF,2018,violent crime,total,rate,9433.186477,NA
DIF,2018,weapons crime,total,rate,32.17926598,NA
DUR,2018,organized crime,total,rate,59.1615348,NA
DUR,2018,violent crime,total,rate,4168.20222,NA
DUR,2018,weapons crime,total,rate,8.256992455,NA
GRO,2018,organized crime,total,rate,167.9231059,NA
GRO,2018,violent crime,total,rate,2658.562541,NA
GRO,2018,weapons crime,total,rate,59.23801608,NA
GUA,2018,organized crime,total,rate,5.296734721,NA
GUA,2018,violent crime,total,rate,5059.247842,NA
GUA,2018,weapons crime,total,rate,61.31142335,NA
HID,2018,organized crime,total,rate,35.19609862,NA
HID,2018,violent crime,total,rate,3314.306144,NA
HID,2018,weapons crime,total,rate,11.76227962,NA
JAL,2018,organized crime,total,rate,80.78342406,NA
JAL,2018,violent crime,total,rate,3305.259862,NA
JAL,2018,weapons crime,total,rate,28.41477687,NA
MEX,2018,organized crime,total,rate,73.7839446,NA
MEX,2018,violent crime,total,rate,5172.337826,NA
MEX,2018,weapons crime,total,rate,19.14900496,NA
MIC,2018,organized crime,total,rate,9.92687492,NA
MIC,2018,violent crime,total,rate,2410.095007,NA
MIC,2018,weapons crime,total,rate,48.5665622,NA
MOR,2018,organized crime,total,rate,19.03495023,NA
MOR,2018,violent crime,total,rate,6231.069468,NA
MOR,2018,weapons crime,total,rate,28.08350909,NA
NAY,2018,organized crime,total,rate,32.22869104,NA
NAY,2018,violent crime,total,rate,543.6649155,NA
NAY,2018,weapons crime,total,rate,25.87109329,NA
NLE,2018,organized crime,total,rate,163.9789046,NA
NLE,2018,violent crime,total,rate,3238.489566,NA
NLE,2018,weapons crime,total,rate,17.93900498,NA
OAX,2018,organized crime,total,rate,34.06662856,NA
OAX,2018,violent crime,total,rate,2658.375819,NA
OAX,2018,weapons crime,total,rate,33.20391263,NA
PUE,2018,organized crime,total,rate,29.61344734,NA
PUE,2018,violent crime,total,rate,3017.741251,NA
PUE,2018,weapons crime,total,rate,19.66688401,NA
QUE,2018,organized crime,total,rate,39.17827741,NA
QUE,2018,violent crime,total,rate,5841.032685,NA
QUE,2018,weapons crime,total,rate,10.47262562,NA
ROO,2018,organized crime,total,rate,106.6604198,NA
ROO,2018,violent crime,total,rate,5298.201575,NA
ROO,2018,weapons crime,total,rate,46.14974786,NA
SIN,2018,organized crime,total,rate,49.35541604,NA
SIN,2018,violent crime,total,rate,2300.832741,NA
SIN,2018,weapons crime,total,rate,34.75183971,NA
SLP,2018,organized crime,total,rate,70.40339975,NA
SLP,2018,violent crime,total,rate,4066.764802,NA
SLP,2018,weapons crime,total,rate,21.08330134,NA
SON,2018,organized crime,total,rate,17.41111044,NA
SON,2018,violent crime,total,rate,1255.565165,NA
SON,2018,weapons crime,total,rate,23.45355259,NA
TAB,2018,organized crime,total,rate,96.26910053,NA
TAB,2018,violent crime,total,rate,4964.338033,NA
TAB,2018,weapons crime,total,rate,19.29526327,NA
TAM,2018,organized crime,total,rate,99.91691463,NA
TAM,2018,violent crime,total,rate,3827.698699,NA
TAM,2018,weapons crime,total,rate,28.71224372,NA
TLA,2018,organized crime,total,rate,2.047281287,NA
TLA,2018,violent crime,total,rate,1457.92974,NA
TLA,2018,weapons crime,total,rate,7.041088935,NA
VER,2018,organized crime,total,rate,60.06459896,NA
VER,2018,violent crime,total,rate,1500.84402,NA
VER,2018,weapons crime,total,rate,18.37979439,NA
YUC,2018,organized crime,total,rate,3.926305789,NA
YUC,2018,violent crime,total,rate,719.5640751,NA
YUC,2018,weapons crime,total,rate,1.086840356,NA
ZAC,2018,organized crime,total,rate,202.8033681,NA
ZAC,2018,violent crime,total,rate,3304.305144,NA
ZAC,2018,weapons crime,total,rate,39.45474516,NA
